12,7,2,0,0.0,0.0,0,0,0,0.0,0,0,0.5511810589621214,0,0,0,0,0,0,0,0,0.0,0,0,0,0.9448818153636367,0,0,0,0,0,26.566927041974257,0,0,28,0,0.3937007564015153,0,0.5511810589621214,0,0,0,1,31.0,0,0,0,0,0,12.7,0,0,2,48.2,0,0.9448818153636367,91.8,0,1,0,5,0,0,0
18,11,18,1,0.07434943961526247,0.037174719807631235,0,0,0,0.037174719807631235,0,1,0.40892191788394355,0,0,0,2,0,0,0,0,0.0,0,0,0,0.6691449565373622,0,0,0,1,0,19.99628178452484,0,0,25,0,0.18587359903815617,0,0.4460966376915748,0,0,0,1,25.6,0,0,0,0,0,26.9,0,0,1,48.9,0,0.5947955169220998,74.6,0,1,0,5,0,0,0
27,20,2,2,0.0,0.06493506282678367,0,0,0,0.032467531413391836,0,1,0.6493506282678367,0,0,0,0,1,0,0,0,0.032467531413391836,0,0,0,0.8766233481615796,0,0,0,0,0,32.27272622491149,0,0,32,1,0.22727271989374284,0,0.7467532225080122,0,0,0,0,23.3,0,0,0,0,0,30.8,0,0,3,49.7,0,0.9090908795749714,88.4,0,0,0,7,0,0,0
14,10,3,3,0.04329004141601552,0.12987012424804656,0,0,0,0.04329004141601552,0,1,0.4329004141601552,0,0,0,1,0,0,0,0,0.0,0,0,0,0.6060605798242172,0,0,0,1,0,21.082250169599558,0,0,26,0,0.2164502070800776,0,0.5627705384082018,0,0,0,1,20.2,0,0,0,0,0,23.1,0,0,3,48.7,0,0.6493506212402328,78.7,1,0,0,5,0,0,0
14,12,-4,1,0.0,0.05208333062065986,0,0,0,0.05208333062065986,0,1,0.6249999674479183,0,0,0,0,0,0,0,0,0.10416666124131972,0,0,0,0.7291666286892381,0,0,0,0,0,25.812498655599025,0,1,27,2,0.0,0,0.7812499593098979,0,0,0,1,36.6,0,0,0,0,0,19.2,0,0,0,41.3,0,0.7291666286892381,74.2,0,0,0,0,1,0,0
22,12,3,1,0.0,0.03690036764205285,0,0,0,0.0738007352841057,0,2,0.4428044117046342,0,0,0,0,0,0,0,0,0.1476014705682114,0,0,0,0.8118080881251627,0,0,0,0,0,13.549814998161807,0,0,27,4,0.18450183821026425,1,0.6273062499148985,0,0,0,1,43.1,0,1,0,0,0,27.1,0,0,1,30.6,0,0.7749077204831099,69.6,0,0,0,5,0,0,0
18,7,6,0,0.04999999750000012,0.0,0,0,0,0.04999999750000012,0,1,0.34999998250000086,0,0,1,1,0,0,0,0,0.04999999750000012,0,0,0,0.8999999550000022,0,0,0,0,0,14.769999261500038,0,1,34,1,0.399999980000001,0,0.399999980000001,1,0,0,0,33.2,0,0,0,0,0,20.0,0,0,2,42.2,0,0.799999960000002,70.3,0,1,0,8,0,0,0
27,14,3,2,0.06329113723762224,0.06329113723762224,0,0,0,0.03164556861881112,0,1,0.44303796066335566,0,0,0,2,0,0,0,0,0.06329113723762224,0,0,0,0.8544303527079001,0,0,0,0,0,21.221518315774734,0,0,28,2,0.31645568618811115,0,0.5696202351386002,0,0,0,1,27.7,0,0,0,0,0,31.6,0,0,2,47.9,0,0.8227847840890891,72.6,0,0,0,10,0,0,0
27,12,-6,0,0.0694444420331791,0.0,0,0,0,0.03472222101658955,0,1,0.41666665219907456,0,0,0,2,0,0,0,0,0.10416666304976864,0,0,0,0.9374999674479177,0,1,0,0,0,18.708332683738448,0,0,31,3,0.31249998914930593,0,0.5208333152488432,1,0,0,0,27.5,0,0,0,0,0,28.8,0,0,3,44.9,0,0.8333333043981491,78.0,0,0,0,9,0,0,0
31,20,1,3,0.0,0.08379888034081341,0,0,0,0.02793296011360447,0,1,0.5586592022720894,0,0,0,0,0,0,0,0,0.22346368090883575,0,0,0,0.8659217635217386,0,0,0,0,0,26.815641709060294,0,0,31,8,0.13966480056802236,0,0.8659217635217386,0,1,0,0,39.2,1,1,0,0,0,35.8,1,0,1,48.0,0,0.9217876837489475,75.2,0,0,0,5,0,0,0
16,12,5,1,0.0,0.04115226168097688,0,0,0,0.04115226168097688,0,1,0.4938271401717226,0,0,0,0,0,1,0,0,0.04115226168097688,0,0,0,0.6584361868956301,0,0,0,0,0,18.913579468576973,0,0,26,1,0.12345678504293064,0,0.5761316635336764,0,0,0,1,44.5,0,0,0,0,0,24.3,0,0,2,38.3,0,0.6584361868956301,73.0,0,1,0,3,0,0,0
24,18,-2,5,0.02747252671778773,0.13736263358893866,0,0,0,0.02747252671778773,0,1,0.49450548092017915,0,0,0,1,0,0,0,0,0.19230768702451412,0,0,0,0.6593406412269055,0,0,0,0,0,18.19780169786259,0,0,31,7,0.05494505343557546,0,0.8241758015336319,0,0,0,0,43.4,0,1,0,0,0,36.4,0,0,1,36.8,1,0.7417582213802687,78.7,0,0,0,2,0,0,0
28,15,10,4,0.027624308629162746,0.11049723451665099,0,0,0,0.027624308629162746,0,1,0.4143646294374412,0,0,0,1,0,0,0,0,0.2486187776624647,0,0,0,0.7734806416165568,0,0,0,0,0,18.397789547022388,0,1,19,9,0.16574585177497647,0,0.7734806416165568,0,0,0,0,40.4,0,1,0,0,0,36.2,0,0,1,44.4,0,0.8287292588748824,73.2,0,0,0,6,0,0,0
19,15,-17,1,0.047393362682779015,0.047393362682779015,0,0,0,0.047393362682779015,0,1,0.7109004402416852,0,0,0,1,0,0,0,0,0.0,0,0,0,0.9004738909728013,0,0,0,0,0,33.48341073538337,0,0,30,0,0.14218008804833704,0,0.7582938029244642,0,0,0,0,39.1,0,0,0,0,0,21.1,0,0,1,47.1,0,0.8530805282900222,88.3,0,0,0,3,0,0,0
30,20,21,4,0.027027026296566857,0.10810810518626743,0,0,0,0.054054052593133714,0,2,0.5405405259313372,0,0,0,1,1,0,0,0,0.1351351314828343,0,0,0,0.8108107888970058,0,0,0,0,0,31.675674819576358,0,1,24,5,0.16216215777940116,0,0.7837837626004389,0,0,0,0,33.3,0,0,0,0,0,37.0,0,0,2,58.6,0,0.8378378151935726,91.9,0,0,0,6,0,0,0
27,17,-2,2,0.04694835460336363,0.09389670920672726,0,0,0,0.0,0,0,0.7981220282571817,1,0,0,1,1,0,0,0,0.23474177301681814,0,0,0,1.267605574290818,0,0,0,0,0,33.52112518680163,0,1,25,5,0.28169012762018175,1,1.126760510480727,0,0,0,1,32.9,0,0,0,0,0,21.3,0,0,1,42.0,0,1.3145539288941817,65.3,0,0,0,6,0,0,0
